Time,Temperature,Crime
2765,84.019997,1203
2766,87.080002,1131
2767,87.080002,1233
2768,84.019997,1301
2769,82.040001,1310
2770,78.980003,1374
2771,80.059998,1243
2772,73.940002,1160
2773,77,1252
2774,77,1258
2775,78.980003,1287
2776,78.980003,1230
2777,78.080002,1380
2778,82.940002,1270
2779,84.019997,1281
2780,84.919998,1272
2781,82.040001,1307
2782,80.959999,1346
2783,82.040001,1257
2784,82.940002,1391
2785,87.080002,1266
2786,77,1255
2787,73.940002,1183
2788,75.919998,1183
2789,82.940002,1248
2790,80.059998,1281
2791,84.919998,1277
2792,87.080002,1260
2793,89.959999,1207
2794,89.959999,1366
2795,93.919998,1301
2796,77,1169
2797,66.919998,901
2798,69.980003,1271
2799,73.940002,1297
2800,73.940002,1168
2801,66.919998,1078
2802,69.080002,1246
2803,71.959999,1252
2804,78.980003,1263
2805,73.040001,1213
2806,75.019997,1094
2807,71.959999,1063
2808,62.959999,1190
2809,71.059998,1170
2810,82.040001,1288
2811,73.940002,1275
2812,77,1390
2813,82.040001,1289
2814,80.059998,1188
2815,80.959999,1232
2816,82.040001,1271
2817,82.040001,1265
2818,77,1218
2819,78.980003,1296
2820,80.959999,1196
2821,68,1164
2822,64.040001,1036
2823,59,1225
2824,60.98,1249
2825,60.98,1093
2826,60.080002,1101
2827,60.98,1125
2828,60.98,1105
2829,69.080002,1149
2830,62.959999,1102
2831,64.040001,1208
2832,69.080002,1253
2833,71.959999,1406
2834,78.980003,1235
2835,84.019997,1242
2836,77,1159
2837,69.080002,1280
2838,62.959999,1309
2839,59,1212
2840,57.02,1297
2841,60.080002,1170
2842,62.060001,1080
2843,55.040001,1102
2844,55.040001,1179
2845,51.98,1193
2846,57.919998,1207
2847,53.959999,1158
2848,53.060001,1173
2849,55.939999,1099
2850,46.939999,1097
2851,44.959999,1135
2852,51.080002,1094
2853,62.060001,1246
2854,69.980003,1412
2855,53.959999,1411
2856,66.919998,1194
2857,73.040001,1105
2858,71.059998,1043
2859,71.059998,1238
2860,64.940002,1151
2861,46.939999,1176
2862,39.919998,1063
2863,39.02,917
2864,39.02,995
2865,37.939999,1063
2866,48.02,1072
2867,55.040001,1129
2868,51.98,1213
2869,42.080002,1195
2870,37.040001,981
2871,35.959999,1008
2872,33.98,1062
2873,44.060001,1154
2874,35.959999,1174
2875,28.940001,1091
2876,35.060001,974
2877,44.959999,977
2878,37.939999,1076
2879,39.919998,1115
2880,42.080002,1178
2881,44.959999,866
2882,44.060001,1082
2883,44.060001,1120
2884,39.02,924
2885,33.080002,997
2886,35.060001,996
2887,37.939999,1022
2888,21.92,932
2889,23,1050
2890,32,1014
2891,19.940001,865
2892,37.939999,1071
2893,37.939999,938
2894,28.940001,1034
2895,32,957
2896,21.02,1067
2897,39.02,971
2898,50,997
2899,30.92,896
2900,21.92,810
2901,19.940001,948
2902,23,945
2903,32,938
2904,30.92,915
2905,15.98,638
2906,6.98,781
2907,33.98,804
2908,33.98,740
2909,24.08,607
2910,51.98,767
2911,60.98,1002
2912,32,936
2913,42.98,995
2914,39.919998,1009
2915,30.92,1565
2916,30.02,1020
2917,35.959999,1079
2918,37.040001,969
2919,28.940001,984
2920,30.02,959
2921,28.940001,948
2922,21.02,935
2923,28.940001,1038
2924,28.940001,843
2925,19.940001,810
2926,28.940001,882
2927,28.940001,857
2928,14,847
2929,-0.94,810
2930,3.02,911
2931,24.08,959
2932,17.059999,781
2933,23,783
2934,24.08,1000
2935,28.040001,1015
2936,33.080002,993
2937,33.98,950
2938,12.92,879
2939,12.92,831
2940,17.059999,861
2941,19.940001,974
2942,17.959999,947
2943,30.02,914
2944,14,1011
2945,37.939999,933
2946,35.959999,935
2947,26.059999,963
2948,19.940001,931
2949,17.059999,897
2950,24.98,999
2951,42.080002,1111
2952,55.939999,1030
2953,42.98,924
2954,53.060001,1021
2955,60.98,1091
2956,50,1002
2957,37.939999,1022
2958,35.959999,1045
2959,33.98,1035
2960,30.92,894
2961,33.080002,944
2962,42.98,1023
2963,37.939999,1056
2964,23,963
2965,28.040001,1077
2966,28.940001,821
2967,24.08,792
2968,26.959999,920
2969,39.02,934
2970,53.959999,1116
2971,53.060001,923
2972,46.040001,1022
2973,26.959999,935
2974,21.92,947
2975,21.92,808
2976,30.02,1014
2977,44.060001,1099
2978,64.940002,1141
2979,64.940002,1236
2980,44.959999,1005
2981,44.060001,851
2982,44.060001,1001
2983,60.98,1091
2984,33.080002,1093
2985,26.059999,1125
2986,39.919998,1196
2987,51.98,1101
2988,57.919998,1031
2989,64.940002,1016
2990,73.940002,1251
2991,57.02,1131
2992,46.040001,1076
2993,44.060001,1161
2994,60.98,1103
2995,60.98,982
2996,55.939999,1059
2997,69.080002,1213
2998,48.02,1156
2999,57.02,1192
3000,42.98,1066
3001,37.939999,1006
3002,41,810
3003,44.959999,1053
3004,53.060001,959
3005,53.060001,1194
3006,50,1007
3007,50,1155
3008,50,1046
3009,42.98,839
3010,39.919998,910
3011,48.919998,1079
3012,55.040001,1118
3013,57.919998,1096
3014,46.939999,1060
3015,46.939999,1049
3016,51.080002,859
3017,46.040001,883
3018,44.060001,1032
3019,57.02,1147
3020,62.060001,1116
3021,69.980003,1245
3022,73.040001,1063
3023,60.98,903
3024,53.060001,1061
3025,44.060001,1021
3026,60.98,1197
3027,66.919998,1068
3028,84.019997,1217
3029,77,1108
3030,78.080002,1006
3031,71.959999,1084
3032,51.080002,1091
3033,55.040001,1121
3034,62.959999,1062
3035,60.080002,1280
3036,66.019997,1031
3037,69.980003,972
3038,69.980003,1066
3039,71.059998,1176
3040,75.019997,1097
3041,77,1176
3042,77,1222
3043,62.959999,1117
3044,66.919998,982
3045,60.98,1125
3046,71.059998,1206
3047,69.980003,1119
3048,68,1156
3049,60.98,1124
3050,62.060001,1126
3051,62.959999,1002
3052,66.019997,1102
3053,80.059998,1146
3054,84.019997,1214
3055,84.019997,1151
3056,69.080002,1180
3057,80.059998,1074
3058,71.059998,1063
3059,66.919998,951
3060,73.940002,1062
3061,73.040001,1155
3062,62.060001,1232
3063,73.940002,1177
3064,78.980003,1063
3065,73.040001,1018
3066,78.080002,1225
3067,60.080002,1113
3068,60.98,1118
3069,68,1076
3070,78.980003,1147
3071,62.959999,1011
3072,73.040001,990
3073,80.059998,1141
3074,66.919998,1068
3075,66.919998,1150
3076,64.040001,991
3077,73.940002,1274
3078,68,1058
3079,77,1048
3080,80.959999,1070
3081,71.059998,960
3082,71.059998,1089
3083,80.059998,1124
3084,86,1059
3085,87.080002,1139
3086,84.019997,1138
3087,89.059998,1169
3088,93.919998,1202
3089,93.919998,1188
3090,93.919998,1048
3091,86,1206
3092,89.059998,1255
3093,82.940002,1100
3094,77,1160
3095,66.019997,1179
3096,64.940002,1243
3097,73.040001,1126
3098,78.980003,1133
3099,69.080002,986
3100,80.959999,997
3101,86,1091
3102,77,1169
3103,64.940002,1041
3104,78.980003,1151
3105,82.040001,1217
3106,84.919998,1094
3107,82.040001,1140
3108,78.980003,1075
3109,80.059998,1124
3110,84.919998,1153
3111,80.059998,1171
3112,69.980003,1197
3113,71.959999,1094
3114,71.059998,1026
3115,75.919998,1137
3116,80.059998,1173
3117,78.080002,1214
3118,82.040001,1108
3119,82.940002,1186
3120,80.959999,1115
3121,82.040001,1094
3122,84.019997,1146
3123,84.019997,1138
3124,80.959999,1140
3125,78.980003,1131
3126,80.959999,1113
3127,75.019997,1275
3128,78.080002,1095
3129,84.019997,1100
3130,84.919998,1056
3131,78.980003,1179
3132,82.040001,1131
3133,73.940002,1104
3134,89.059998,1151
3135,91.040001,1160
3136,84.919998,1135
3137,82.040001,1230
3138,82.940002,1226
3139,86,1168
3140,87.980003,1242
3141,89.059998,1191
3142,87.980003,1094
3143,82.940002,1120
3144,82.940002,1275
3145,82.940002,1205
3146,78.080002,1178
3147,73.040001,1138
3148,68,1000
3149,73.940002,1041
3150,78.980003,1069
3151,82.940002,1135
3152,73.040001,1159
3153,66.919998,1019
3154,68,1132
3155,69.080002,1091
3156,66.019997,997
3157,68,1013
3158,71.959999,1204
3159,73.040001,1085
3160,75.019997,1102
3161,75.019997,1148
3162,78.080002,1052
3163,77,1094
3164,77,1003
3165,78.080002,1069
3166,78.080002,1122
3167,80.959999,1168
3168,80.059998,1271
3169,78.980003,1109
3170,80.059998,1020
3171,84.019997,1036
3172,82.040001,1151
3173,71.059998,1117
3174,71.959999,1124
3175,78.980003,1198
3176,75.919998,1093
3177,73.040001,1043
3178,66.919998,1069
3179,77,1104
3180,75.919998,1167
3181,73.040001,1196
3182,69.980003,1187
3183,69.080002,1085
3184,73.940002,1049
3185,62.060001,1076
3186,60.080002,1056
3187,62.060001,963
3188,59,1088
3189,55.939999,1029
3190,57.02,965
3191,60.080002,948
3192,62.060001,1027
3193,60.98,1064
3194,60.080002,1133
3195,53.060001,1037
3196,51.98,1067
3197,48.02,1082
3198,44.060001,901
3199,48.02,962
3200,46.939999,1127
3201,48.02,1028
3202,44.060001,1069
3203,44.959999,1122
3204,51.98,1013
3205,53.060001,984
3206,64.940002,1091
3207,62.060001,1148
3208,69.080002,1168
3209,57.919998,1047
3210,60.98,1075
3211,50,1107
3212,62.060001,1038
3213,55.040001,1026
3214,51.080002,1083
3215,57.02,1066
3216,60.080002,1055
3217,66.919998,1162
3218,46.040001,1170
3219,51.98,1128
3220,59,968
3221,46.939999,1040
3222,51.98,1075
3223,55.040001,1061
3224,62.060001,1114
3225,71.059998,1079
3226,69.980003,1059
3227,62.959999,1105
3228,55.040001,1079
3229,53.959999,1057
3230,55.939999,1063
3231,55.040001,1193
3232,62.959999,1132
3233,55.040001,1013
3234,48.02,987
3235,46.939999,1009
3236,46.939999,1022
3237,46.939999,1016
3238,53.959999,1159
3239,53.959999,979
3240,57.02,961
3241,48.919998,996
3242,50,970
3243,48.919998,1067
3244,42.080002,669
3245,39.919998,929
3246,53.959999,969
3247,44.060001,870
3248,41,992
3249,55.040001,1173
3250,44.959999,969
3251,37.939999,955
3252,28.040001,987
3253,32,900
3254,35.959999,890
3255,30.92,886
3256,35.060001,941
3257,35.060001,883
3258,12.92,782
3259,23,979
3260,35.959999,951
3261,37.040001,868
3262,37.939999,987
3263,26.959999,934
3264,23,932
3265,35.060001,975
3266,35.959999,1058
3267,33.080002,906
3268,30.02,893
3269,28.940001,896
3270,32,867
3271,32,861
3272,35.959999,741
3273,42.98,604
3274,26.059999,747
3275,21.02,751
3276,30.02,806
3277,24.08,817
3278,30.92,912
3279,15.98,1178
3280,10.94,775
3281,17.959999,745
3282,17.959999,833
3283,23,890
3284,19.940001,869
3285,21.92,846
3286,26.959999,917
3287,21.92,800
3288,17.959999,767
3289,26.059999,937
3290,30.92,985
3291,35.060001,982
3292,39.919998,1051
3293,33.98,1192
3294,26.959999,927
3295,28.940001,881
3296,30.92,898
3297,37.939999,1028
3298,33.080002,953
3299,35.060001,948
3300,35.060001,1083
3301,44.060001,1036
3302,46.040001,815
3303,32,907
3304,24.08,965
3305,23,884
3306,17.059999,881
3307,21.02,855
3308,24.98,865
3309,28.940001,810
3310,30.02,979
3311,32,869
3312,32,920
3313,33.080002,933
3314,35.060001,954
3315,30.92,849
3316,30.92,747
3317,30.02,828
3318,28.040001,782
3319,26.059999,805
3320,30.02,838
3321,32,877
3322,30.02,869
3323,28.940001,751
3324,28.040001,809
3325,32,896
3326,32,900
3327,39.02,1014
3328,42.080002,948
3329,39.02,901
3330,35.959999,798
3331,33.080002,814
3332,33.080002,952
3333,28.940001,895
3334,28.040001,868
3335,30.92,952
3336,33.98,898
3337,37.939999,836
3338,35.959999,1085
3339,33.080002,954
3340,39.02,947
3341,42.080002,972
3342,37.939999,1093
3343,44.959999,972
3344,46.040001,832
3345,44.060001,1078
3346,51.080002,1094
3347,62.060001,1107
3348,60.080002,1094
3349,55.040001,1138
3350,44.959999,972
3351,50,885
3352,48.02,1049
3353,60.98,1092
3354,62.959999,1051
3355,60.98,1138
3356,64.940002,1142
3357,39.02,867
3358,42.080002,886
3359,48.919998,952
3360,59,1094
3361,53.060001,1125
3362,46.939999,1056
3363,41,1055
3364,50,1085
3365,51.98,952
3366,46.040001,954
3367,64.040001,1030
3368,77,1038
3369,82.940002,1212
3370,80.959999,1116
3371,59,967
3372,75.919998,868
3373,71.959999,990
3374,75.919998,1050
3375,48.919998,903
3376,39.919998,1058
3377,55.939999,1051
3378,73.940002,1130
3379,62.959999,939
3380,69.980003,1001
3381,62.959999,1011
3382,80.059998,1148
3383,82.040001,1226
3384,68,1110
3385,59,1008
3386,51.98,923
3387,55.939999,996
3388,64.040001,1089
3389,62.060001,986
3390,60.080002,1036
3391,62.959999,1149
3392,60.080002,1009
3393,60.080002,897
3394,62.959999,1027
3395,51.080002,1014
3396,64.040001,1025
3397,78.980003,1041
3398,80.959999,1142
3399,69.980003,1149
3400,69.080002,966
3401,71.959999,1092
3402,78.980003,1104
3403,71.959999,1238
3404,62.959999,1092
3405,59,1100
3406,50,936
3407,57.919998,971
3408,57.919998,1077
3409,51.98,976
3410,51.080002,1090
3411,73.040001,1011
3412,66.019997,1204
3413,60.98,1097
3414,66.019997,947
3415,57.919998,1016
3416,64.940002,1077
3417,73.940002,1071
3418,73.940002,1112
3419,73.040001,1077
3420,73.940002,1046
3421,89.059998,1046
3422,91.040001,1134
3423,87.980003,1090
3424,87.080002,1156
3425,77,1073
3426,78.980003,1131
3427,86,1051
3428,91.040001,958
3429,80.959999,801
3430,84.919998,1216
3431,77,1098
3432,71.059998,1045
3433,82.940002,1128
3434,78.980003,1049
3435,75.919998,961
3436,69.980003,1056
3437,66.919998,1005
3438,82.940002,1114
3439,77,1207
3440,89.059998,1148
3441,77,989
3442,71.059998,917
3443,69.980003,1097
3444,78.980003,1063
3445,82.040001,1073
3446,84.019997,1115
3447,89.959999,1066
3448,84.919998,920
3449,80.959999,1075
3450,84.919998,1127
3451,84.919998,1037
3452,87.080002,983
3453,84.019997,1010
3454,84.019997,1138
3455,87.080002,1108
3456,84.919998,1099
3457,82.040001,1151
3458,75.019997,1088
3459,75.019997,1120
3460,77,1202
3461,82.940002,1075
3462,87.080002,996
3463,91.040001,989
3464,91.040001,1092
3465,89.959999,1057
3466,93.019997,1061
3467,87.980003,1137
3468,87.980003,1080
3469,89.059998,1056
3470,84.919998,1007
3471,84.019997,1049
3472,84.019997,1003
3473,89.959999,1102
3474,89.959999,1079
3475,89.959999,1131
3476,93.019997,1113
3477,91.940002,1060
3478,84.019997,1015
3479,86,1104
3480,91.040001,1072
3481,89.959999,1155
3482,93.919998,1081
3483,87.080002,928
3484,80.959999,1051
3485,84.019997,1036
3486,87.980003,1114
3487,87.980003,1078
3488,82.040001,986
3489,80.059998,1053
3490,80.059998,994
3491,86,1139
3492,84.019997,1038
3493,86,1032
3494,82.940002,1029
3495,82.940002,1103
3496,82.040001,1138
3497,82.940002,1090
3498,87.080002,1044
3499,87.980003,1090
3500,89.059998,1106
3501,89.959999,1087
3502,91.940002,1035
3503,91.940002,1058
3504,87.980003,1111
3505,82.940002,1093
3506,80.059998,1110
3507,78.980003,1064
3508,84.019997,1116
3509,87.980003,1132
3510,91.940002,1137
3511,86,1050
3512,80.959999,1034
3513,80.059998,1111
3514,84.019997,1098
3515,78.980003,1053
3516,78.980003,1123
3517,86,1122
3518,87.980003,1025
3519,93.919998,1118
3520,87.980003,1112
3521,93.019997,1065
3522,80.959999,1178
3523,82.940002,1007
3524,69.980003,1080
3525,68,977
3526,75.919998,972
3527,82.040001,1037
3528,77,1108
3529,71.059998,1040
3530,66.919998,993
3531,71.959999,1099
3532,75.019997,960
3533,82.940002,1070
3534,82.040001,979
3535,77,1051
3536,75.019997,1046
3537,69.080002,1020
3538,73.940002,1112
3539,64.940002,1031
3540,66.919998,1027
3541,75.019997,1069
3542,87.980003,1119
3543,73.940002,1109
3544,89.059998,1070
3545,80.059998,1133
3546,60.080002,1088
3547,60.080002,964
3548,64.940002,946
3549,71.059998,1077
3550,75.019997,1052
3551,73.940002,984
3552,73.040001,1198
3553,57.02,894
3554,55.939999,866
3555,60.080002,972
3556,68,1032
3557,78.080002,1108
3558,75.919998,1052
3559,78.980003,1174
3560,86,1090
3561,84.019997,1081
3562,82.040001,1006
3563,75.919998,1079
3564,66.019997,1012
3565,66.019997,1025
3566,62.959999,1149
3567,71.059998,998
3568,64.940002,973
3569,60.98,1015
3570,60.080002,1019
3571,69.980003,1042
3572,55.939999,1052
3573,64.040001,1048
3574,64.940002,991
3575,71.959999,941
3576,71.959999,1012
3577,69.980003,1079
3578,64.940002,1013
3579,46.040001,973
3580,50,1071
3581,62.959999,988
3582,51.98,998
3583,53.959999,1077
3584,51.98,1028
3585,53.959999,967
3586,51.080002,944
3587,39.919998,995
3588,46.040001,927
3589,59,938
3590,66.919998,1030
3591,69.080002,1106
3592,68,1079
3593,66.919998,1029
3594,55.939999,1041
3595,57.02,936
3596,48.02,894
3597,51.080002,1014
3598,50,930
3599,46.939999,919
3600,39.02,932
3601,51.080002,1083
3602,42.98,939
3603,60.080002,903
3604,66.919998,895
3605,39.02,913
3606,39.919998,938
3607,39.02,647
3608,32,849
3609,33.98,846
3610,46.040001,883
3611,48.919998,906
3612,48.919998,883
3613,26.059999,901
3614,33.080002,960
3615,30.92,920
3616,32,847
3617,26.059999,751
3618,19.940001,766
3619,19.940001,877
3620,24.98,797
3621,28.940001,839
3622,37.040001,953
3623,35.959999,799
3624,30.92,658
3625,15.98,720
3626,21.02,808
3627,24.98,892
3628,26.959999,842
3629,21.92,904
3630,19.040001,791
3631,21.02,744
3632,26.959999,814
3633,30.92,801
3634,35.060001,876
3635,28.940001,843
3636,32,733
3637,30.92,495
3638,33.080002,608
3639,21.92,679
3640,26.959999,812
3641,35.959999,785
3642,46.040001,840
3643,41,1285
3644,24.08,698
3645,35.959999,875
3646,30.02,835
3647,30.92,878
3648,28.040001,873
3649,21.92,925
3650,24.08,824
3651,30.92,742
3652,33.080002,906
3653,26.959999,832
3654,26.059999,899
3655,24.08,927
3656,24.08,975
3657,24.08,886
3658,21.92,765
3659,32,790
3660,32,870
3661,23,910
3662,19.040001,800
3663,8.0600004,829
3664,17.059999,745
3665,19.940001,800
3666,26.959999,825
3667,28.940001,899
3668,28.040001,910
3669,24.98,838
3670,30.92,889
3671,33.080002,814
3672,30.02,750
3673,26.059999,780
3674,23,649
3675,23,312
3676,15.98,514
3677,24.98,663
3678,28.040001,702
3679,32,645
3680,32,742
3681,19.940001,704
3682,12.02,753
3683,15.98,769
3684,30.02,871
3685,37.040001,813
3686,44.959999,771
3687,42.080002,864
3688,37.939999,907
3689,48.919998,919
3690,55.939999,970
3691,50,1048
3692,35.060001,875
3693,35.959999,750
3694,33.080002,698
3695,26.959999,837
3696,33.080002,838
3697,35.959999,866
3698,35.959999,899
3699,33.080002,852
3700,35.959999,778
3701,37.040001,852
3702,42.98,988
3703,37.040001,813
3704,44.959999,914
3705,53.959999,924
3706,35.959999,774
3707,33.98,717
3708,33.98,835
3709,44.959999,905
3710,44.060001,918
3711,37.040001,933
3712,46.939999,1053
3713,44.060001,945
3714,41,760
3715,42.080002,903
3716,39.02,913
3717,60.080002,1038
3718,66.919998,1062
3719,53.060001,1084
3720,50,913
3721,57.02,791
3722,60.080002,957
3723,42.080002,898
3724,41,921
3725,33.98,878
3726,33.98,1008
3727,32,852
3728,35.060001,841
3729,35.959999,892
3730,42.080002,908
3731,44.959999,915
3732,48.02,941
3733,44.959999,1028
3734,53.959999,1096
3735,71.959999,941
3736,68,1008
3737,53.060001,974
3738,59,1024
3739,46.040001,958
3740,44.959999,1012
3741,66.019997,938
3742,82.940002,1101
3743,66.919998,983
3744,57.919998,949
3745,68,1015
3746,53.060001,1014
3747,51.080002,995
3748,48.919998,912
3749,53.060001,904
3750,41,882
3751,37.939999,771
3752,42.98,865
3753,50,877
3754,46.040001,881
3755,64.040001,973
3756,55.939999,835
3757,53.959999,915
3758,68,935
3759,55.040001,975
3760,44.959999,948
3761,62.060001,966
3762,71.059998,961
3763,62.959999,1084
3764,59,948
3765,50,978
3766,59,1011
3767,62.959999,1062
3768,68,1058
3769,60.080002,947
3770,68,935
3771,73.040001,1044
3772,89.959999,1050
3773,87.080002,1096
3774,86,1032
3775,77,1159
3776,53.060001,921
3777,46.040001,902
3778,51.98,949
3779,60.080002,1027
3780,57.02,941
3781,71.959999,1042
3782,73.040001,1095
3783,75.019997,961
3784,87.080002,1004
3785,78.980003,1039
3786,66.019997,1021
3787,66.919998,958
3788,48.919998,938
3789,57.919998,1022
3790,62.060001,935
3791,69.980003,867
3792,87.980003,990
3793,84.919998,1077
3794,80.959999,1142
3795,69.080002,1159
3796,87.080002,1103
3797,91.940002,1094
3798,84.919998,1020
3799,93.019997,1051
3800,96.080002,1084
3801,95,1074
3802,69.080002,949
3803,69.080002,1135
3804,62.060001,1006
3805,64.040001,998
3806,71.959999,1043
3807,77,1088
3808,71.059998,1088
3809,80.959999,1018
3810,82.040001,1165
3811,84.019997,1042
3812,80.959999,1042
3813,78.980003,1092
3814,89.059998,1059
3815,73.040001,1031
3816,71.059998,1036
3817,68,1020
3818,78.980003,1096
3819,80.959999,1086
3820,80.959999,983
3821,80.959999,1064
3822,80.959999,1094
3823,87.980003,1021
3824,89.059998,1091
3825,93.919998,1118
3826,84.019997,974
3827,89.059998,1010
3828,91.040001,1119
3829,86,1074
3830,82.040001,1062
3831,86,1014
3832,91.040001,1058
3833,91.040001,1071
3834,87.980003,1064
3835,87.080002,1068
3836,73.940002,1100
3837,82.040001,1055
3838,87.080002,1169
3839,89.059998,1094
3840,95,1031
3841,91.940002,1035
3842,93.019997,1064
3843,98.959999,1004
3844,98.959999,997
3845,87.980003,1110
3846,87.080002,1024
3847,87.080002,986
3848,87.980003,1042
3849,82.940002,1022
3850,89.959999,1088
3851,87.080002,1071
3852,86,1057
3853,91.040001,1068
3854,89.959999,1030
3855,91.040001,1185
3856,93.019997,1005
3857,86,1106
3858,84.019997,1131
3859,82.940002,1137
3860,84.919998,1092
3861,86,920
3862,80.059998,908
3863,80.059998,988
3864,77,1001
3865,80.959999,1030
3866,80.959999,1113
3867,82.940002,1029
3868,75.019997,966
3869,82.040001,1023
3870,84.919998,936
3871,82.940002,1019
3872,84.019997,1049
3873,87.080002,1152
3874,80.059998,1068
3875,80.059998,998
3876,82.040001,999
3877,73.040001,974
3878,91.940002,1014
3879,82.940002,1071
3880,82.940002,1034
3881,80.959999,1042
3882,77,998
3883,78.980003,1020
3884,75.919998,1032
3885,87.080002,1067
3886,93.019997,1124
3887,91.940002,1076
3888,89.059998,978
3889,73.040001,959
3890,64.940002,914
3891,66.019997,929
3892,69.980003,979
3893,75.019997,925
3894,71.959999,1054
3895,78.080002,1077
3896,82.940002,955
3897,86,1038
3898,73.040001,1015
3899,57.919998,969
3900,59,947
3901,57.919998,1056
3902,68,967
3903,64.940002,903
3904,69.080002,975
3905,73.940002,952
3906,71.059998,954
3907,64.040001,1112
3908,62.060001,1004
3909,62.060001,930
3910,64.040001,895
3911,60.080002,935
3912,62.959999,931
3913,62.959999,921
3914,66.019997,968
3915,57.02,1006
3916,55.939999,1012
3917,66.019997,911
3918,69.080002,916
3919,75.919998,953
3920,80.059998,945
3921,80.959999,958
3922,84.019997,1048
3923,82.040001,998
3924,80.059998,983
3925,75.919998,873
3926,78.980003,1009
3927,78.080002,1054
3928,66.019997,817
3929,62.060001,1012
3930,62.060001,956
3931,62.060001,880
3932,59,902
3933,53.959999,907
3934,48.919998,870
3935,46.939999,876
3936,55.040001,993
3937,66.019997,1001
3938,68,1021
3939,62.959999,1008
3940,73.940002,1050
3941,53.060001,962
3942,53.060001,951
3943,55.040001,1037
3944,55.040001,933
3945,57.02,940
3946,53.060001,1024
3947,64.940002,1153
3948,64.940002,961
3949,48.02,837
3950,53.060001,988
3951,57.919998,897
3952,59,932
3953,57.919998,860
3954,51.080002,866
3955,62.060001,881
3956,41,854
3957,44.959999,930
3958,60.080002,989
3959,69.980003,923
3960,53.060001,949
3961,64.040001,1038
3962,46.040001,872
3963,35.959999,890
3964,51.080002,904
3965,57.919998,901
3966,55.040001,901
3967,46.939999,923
3968,42.98,835
3969,50,964
3970,46.939999,699
3971,57.02,925
3972,55.939999,859
3973,46.040001,819
3974,41,883
3975,44.060001,878
3976,44.060001,883
3977,48.02,1016
3978,42.98,990
3979,50,865
3980,51.98,869
3981,39.919998,909
3982,37.040001,861
3983,33.98,820
3984,35.959999,824
3985,32,847
3986,26.959999,873
3987,44.959999,822
3988,46.939999,907
3989,44.959999,958
3990,55.040001,898
3991,57.02,921
3992,33.98,924
3993,32,809
3994,44.060001,816
3995,50,923
3996,39.02,965
3997,42.98,921
3998,39.919998,868
3999,33.98,907
4000,39.02,721
4001,44.959999,508
4002,44.959999,701
4003,41,777
4004,30.92,846
4005,48.02,857
4006,44.060001,891
4007,44.060001,1208
4008,28.940001,692
4009,26.959999,795
4010,41,784
4011,48.919998,851
4012,55.040001,904
4013,44.060001,846
4014,42.080002,787
4015,46.040001,871
4016,51.98,882
4017,53.959999,877
4018,37.040001,728
4019,21.92,742
4020,19.040001,774
4021,30.92,759
4022,44.959999,812
4023,39.02,832
4024,26.059999,775
4025,28.040001,737
4026,24.08,669
4027,24.98,711
4028,39.919998,673
4029,46.040001,818
4030,37.040001,886
4031,35.959999,948
4032,37.939999,918
4033,42.98,921
4034,33.98,801
4035,30.92,799
4036,53.060001,855
4037,57.02,952
4038,48.02,984
4039,42.98,868
4040,39.02,878
4041,42.080002,837
4042,44.959999,733
4043,33.080002,759
4044,35.959999,841
4045,37.040001,789
4046,35.959999,814
4047,35.959999,762
4048,19.940001,703
4049,35.060001,704
4050,35.959999,713
4051,35.959999,767
4052,42.98,913
4053,46.939999,862
4054,48.919998,972
4055,39.02,754
4056,37.939999,776
4057,44.959999,702
4058,41,844
4059,44.060001,887
4060,39.919998,810
4061,35.060001,780
4062,26.959999,785
4063,53.060001,720
4064,39.919998,807
4065,44.060001,880
4066,59,864
4067,39.919998,956
4068,39.919998,871
4069,35.060001,773
4070,32,742
4071,37.040001,748
4072,68,920
4073,68,934
4074,62.959999,914
4075,39.919998,947
4076,60.080002,881
4077,69.080002,792
4078,64.940002,893
4079,69.980003,917
4080,80.959999,919
4081,80.959999,985
4082,82.040001,949
4083,82.040001,1057
4084,80.959999,911
4085,78.080002,963
4086,84.919998,973
4087,87.080002,1070
4088,82.940002,969
4089,62.959999,961
4090,62.060001,893
4091,71.059998,875
4092,46.939999,810
4093,73.940002,855
4094,68,899
4095,48.02,937
4096,53.060001,931
4097,50,871
4098,57.02,942
4099,62.060001,809
4100,69.980003,872
4101,57.919998,850
4102,48.919998,860
4103,53.060001,889
4104,66.919998,966
4105,66.019997,813
4106,62.959999,898
4107,46.040001,830
4108,53.959999,903
4109,62.959999,909
4110,66.019997,928
4111,66.919998,930
4112,77,958
4113,66.919998,915
4114,57.02,945
4115,73.040001,866
4116,60.98,950
4117,46.939999,905
4118,53.060001,865
4119,53.060001,813
4120,60.080002,920
4121,66.019997,886
4122,60.98,941
4123,55.040001,909
4124,53.959999,957
4125,50,863
4126,57.02,794
4127,62.060001,859
4128,64.940002,980
4129,80.059998,983
4130,86,975
4131,73.040001,1019
4132,60.080002,939
4133,69.980003,835
4134,64.040001,958
4135,69.980003,1018
4136,60.080002,966
4137,66.919998,904
4138,78.080002,988
4139,69.080002,920
4140,71.959999,808
4141,82.040001,985
4142,86,1019
4143,64.940002,938
4144,73.940002,942
4145,84.919998,962
4146,91.940002,918
4147,93.019997,947
4148,66.919998,870
4149,71.059998,941
4150,82.040001,1059
4151,89.959999,1006
4152,82.940002,1071
4153,86,903
4154,96.980003,913
4155,95,1005
4156,84.919998,1081
4157,69.980003,969
4158,53.959999,808
